RB,,lig,,jug,,pn,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
514,0.2849937379,514,0.008895200677,514,0.004790454637,514,0.002792346291,
513,0.2842076421,513,0.009019399993,513,0.00487730559,513,0.002770905383,
512,0.2824648321,512,0.009014352225,512,0.004912726581,512,0.002807874233,
511,0.2797455192,511,0.0091000963,511,0.004989782348,511,0.002776011592,
510,0.2758357227,510,0.009148419835,510,0.00511263404,510,0.002783722943,
509,0.2706516087,509,0.009190377779,509,0.005241363309,509,0.002766320249,
508,0.2643480301,508,0.009215258062,508,0.005312555004,508,0.002759312512,
507,0.2568947673,507,0.009323627688,507,0.005426716991,507,0.002809958532,
506,0.2483053058,506,0.009311963804,506,0.005511178635,506,0.002735893242,
505,0.2389397919,505,0.009287818335,505,0.005669529084,505,0.002732246416,
504,0.2288501561,504,0.009423187934,504,0.005808261223,504,0.002737612696,
503,0.2183564752,503,0.009396364912,503,0.005930977408,503,0.002754988149,
502,0.2074888796,502,0.009395041503,502,0.006090951152,502,0.002722946927,
501,0.196675241,501,0.009471310303,501,0.0062300805,501,0.002690595575,
500,0.1859579831,500,0.009565532207,500,0.006458103657,500,0.002753242617,
499,0.175341174,499,0.009525549598,499,0.006552357692,499,0.002704973565,
498,0.1651770324,498,0.00958924368,498,0.006696787663,498,0.002673066454,
497,0.1554004401,497,0.009635769762,497,0.006892336998,497,0.002720107557,
496,0.1461159885,496,0.009744905867,496,0.007150338497,496,0.002732038032,
495,0.1374859512,495,0.009790680371,495,0.007332928479,495,0.002700962359,
494,0.1293779761,494,0.009804315865,494,0.007594168652,494,0.002696534153,
493,0.1218812466,493,0.009813397191,493,0.007750619203,493,0.002655850491,
492,0.1149709374,492,0.009914500639,492,0.008033126593,492,0.002674863441,
491,0.1086974144,491,0.009986806661,491,0.008207936771,491,0.002701847814,
490,0.1029301956,490,0.01002876647,490,0.008446159773,490,0.002679890487,
489,0.09773289412,489,0.01012607757,489,0.008737914264,489,0.0027180498,
488,0.09303551167,488,0.01022447087,488,0.008936605416,488,0.002692522947,
487,0.08885341138,487,0.01024159137,487,0.009147891775,487,0.002648271387,
486,0.08507860452,486,0.01038547698,486,0.009435515851,486,0.002704791259,
485,0.08173871785,485,0.01047873124,485,0.009704535827,485,0.00274910056,
484,0.07864040881,484,0.01048318669,484,0.009909866378,484,0.002704374492,
483,0.07589755952,483,0.01056009717,483,0.0101777222,483,0.002732897643,
482,0.0733916983,482,0.01069647353,482,0.01045881677,482,0.002763584955,
481,0.07110198587,481,0.01078615896,481,0.01075030956,481,0.002795941662,
480,0.06892793626,480,0.01088788733,480,0.01102473866,480,0.002769290237,
479,0.06693419069,479,0.01099805534,479,0.01135984156,479,0.00289052492,
478,0.06493224204,478,0.01108156238,478,0.01160144806,478,0.002848468022,
477,0.06299526244,477,0.01114086434,477,0.01188245509,477,0.002864258364,
476,0.06097345427,476,0.01123300567,476,0.01217450574,476,0.002966493135,
475,0.0589957647,475,0.01135327853,475,0.01249467209,475,0.002960003447,
474,0.05709438026,474,0.01144139841,474,0.01278036274,474,0.003051885171,
473,0.05500879139,473,0.01152209379,473,0.0131331794,473,0.003042474622,
472,0.0531007871,472,0.01161604468,472,0.01348160859,472,0.003224988468,
471,0.05097636953,471,0.01170645189,471,0.01375044882,471,0.003316065529,
470,0.0489898026,470,0.01187138818,470,0.01416911837,470,0.003467094386,
469,0.04695032537,469,0.01199199818,469,0.01449686196,469,0.003540710313,
468,0.04494300112,468,0.01196868718,468,0.01479429193,468,0.003711867612,
467,0.04309139401,467,0.01221047342,467,0.01526359562,467,0.003906678408,
466,0.04126000032,466,0.01226276625,466,0.01566612162,466,0.004153947346,
465,0.03948364034,465,0.01234345417,465,0.01596142724,465,0.00441234,
464,0.03787435219,464,0.01246419549,464,0.01633705013,464,0.004753107205,
463,0.03635380045,463,0.01260724664,463,0.01670643315,463,0.005063787568,
462,0.03493971005,462,0.01271579973,462,0.01709724031,462,0.005508897826,
461,0.03364263475,461,0.01286301389,461,0.0174716115,461,0.006003831048,
460,0.03243703023,460,0.01292149257,460,0.01784379594,460,0.006493994966,
459,0.03138521686,459,0.01305194385,459,0.01819570363,459,0.007110577077,
458,0.03033092059,458,0.01317333523,458,0.01856956258,458,0.0077171796,
457,0.02947846241,457,0.0132671902,457,0.01892819628,457,0.008536754176,
456,0.02871046588,456,0.01347947307,456,0.01929351315,456,0.009352562018,
455,0.02803998999,455,0.01358976588,455,0.01956906356,455,0.01025897823,
454,0.02739538625,454,0.01369193941,454,0.01980224997,454,0.01120306831,
453,0.02680710703,453,0.01377519127,453,0.02012201771,453,0.01225994341,
452,0.02632588334,452,0.01395502873,452,0.02042289265,452,0.01341969147,
451,0.02598909475,451,0.01411806699,451,0.02075148188,451,0.01467014384,
450,0.02565443516,450,0.01428432204,450,0.02100312524,450,0.01600966044,
449,0.02529668063,449,0.01436420996,449,0.02118000202,449,0.01734890416,
448,0.02498923056,448,0.01454892196,448,0.02144467644,448,0.0187872909,
447,0.02469679527,447,0.01467145607,447,0.02170461416,447,0.02029997297,
446,0.02451092005,446,0.01493291557,446,0.02197023667,446,0.02191294916,
445,0.02433741838,445,0.01507332642,445,0.02222158015,445,0.02356752008,
444,0.02414748445,444,0.01519909129,444,0.0225066822,444,0.02523308247,
443,0.02390834317,443,0.01532633975,443,0.02266009152,443,0.02683439478,
442,0.02373746037,442,0.01551814191,442,0.02291243523,442,0.02859363891,
441,0.02364243753,441,0.0157375671,441,0.02317336202,441,0.03041312099,
440,0.02344807982,440,0.01588683017,440,0.02336817048,440,0.03202718869,
439,0.02338573523,439,0.01609811373,439,0.02363358065,439,0.03383735567,
438,0.02322628163,438,0.01632245444,438,0.02393703535,438,0.03565313295,
437,0.02305326425,437,0.0164157562,437,0.02411418222,437,0.03736347705,
436,0.02288904972,436,0.01668827608,436,0.0243202541,436,0.03897503391,
435,0.02278054319,435,0.01692645997,435,0.02461416274,435,0.04072571173,
434,0.0226588361,434,0.01712136716,434,0.02478215657,434,0.0423871465,
433,0.02247285098,433,0.01727054082,433,0.02493244968,433,0.04402997717,
432,0.02238914184,432,0.01748936996,432,0.02511471882,432,0.04572163895,
