AbsoluteIrradiance:245,
542,-0.01852479
543,0.37260333
543,0.18084908
543,-0.02622377
543,0.31929216
543,0.24260634
544,0.15048053
544,0.11208482
544,0.05063076
544,0.18147815
544,0.09684749
545,0.22015187
545,-0.22654387
545,-0.26516795
545,0.3437277
545,-0.06485036
546,0.01222002
546,0.25905849
546,0.41356871
546,0.29024499
546,0.17447156
547,-0.03412414
547,0.04314838
547,0.55334385
547,0.24428323
547,0.14378194
547,-0.10391201
548,-0.32831655
548,0.34556975
548,-0.05752049
548,0.43894782
548,-0.1431033
549,0.18325204
549,0.01231004
549,0.11348987
549,-0.02660985
549,-0.08113902
550,-0.16701993
550,-0.05004027
550,0.25419062
550,0.0591692
550,0.32454795
551,-0.10464157
551,-0.003251
551,0.04360336
551,-0.10487943
551,0.26259526
552,0.09842614
552,-0.04235526
552,-0.09712326
552,-0.15980186
552,0.15328991
553,-0.05811076
553,-0.08955186
553,0.17735814
553,0.27146019
553,0.14597032
554,0.17734803
554,-0.05044604
554,-0.01900382
554,-0.01114798
554,0.06754106
555,-0.04268258
555,0.10705855
555,-0.2555313
555,-0.2398438
555,0.17042968
555,0.37551933
556,-0.16140566
556,0.54173466
556,0.53476778
556,-0.09832721
556,-0.10631602
557,0.00462316
557,0.3059723
557,0.05221568
557,0.22694257
557,0.20320224
558,0.12391496
558,-0.09866361
558,0.06827436
558,-0.10671268
558,-0.00331562
559,0.33910438
559,0.14803845
559,0.35517813
559,-0.26650878
559,0.10030239
560,0.10834875
560,0.10844642
560,-0.19507865
560,-0.28312222
560,-0.08336496
561,0.14078181
561,-0.00333806
561,-0.12352871
561,-0.12362992
561,0.44605471
562,-0.09973457
562,0.06896474
562,0.06894386
562,-0.41330594
562,0.53514002
562,0.22975046
563,-0.0194357
563,0.02883328
563,-0.03558341
563,0.29479847
563,0.09333281
564,-0.1485058
564,0.31113401
564,0.32763919
564,0.13402496
564,0.15030736
565,0.30411467
565,-0.00337258
565,0.37731977
565,0.06948413
565,0.00472946
566,0.14258894
566,0.00473135
566,-0.06834229
566,0.26480591
566,0.00474008
567,-0.2311325
567,-0.21501004
567,-0.12561851
567,0.16763897
567,0.42893038
568,-0.28883543
568,0.2742259
568,0.22552139
568,0.02930013
568,0.200978
568,-0.17522331
569,-0.20008533
569,0.05396252
569,0.52987493
569,0.32504733
569,-0.14313159
570,0.0377009
570,0.16945183
570,0.12827435
570,-0.09401306
570,-0.07764833
571,0.16162566
571,0.07907727
571,0.03783442
571,0.22779883
571,0.38500288
572,0.33572001
572,0.55940155
572,-0.07795452
572,-0.04490272
572,0.02143861
573,0.18736173
573,-0.12794793
573,0.14607505
573,-0.23630511
573,0.19603666
574,0.01317266
574,-0.35282399
574,0.07972123
574,0.43781707
574,0.08812216
574,-0.25344201
575,0.16328456
575,-0.45393758
575,-0.078575
575,0.24700032
575,0.1803645
576,0.40633178
576,-0.18770851
576,0.01327191
576,0.13066378
576,0.16430861
577,-0.14619884
577,0.41651186
577,-0.52496763
577,-0.12972193
577,0.1059441
578,0.15663922
578,-0.05408618
578,0.0976766
578,0.1653313
578,0.24131639
579,0.15709012
579,0.01339297
579,-0.0458791
579,0.1574033
579,0.1575107
580,0.13212357
580,-0.1223369
580,0.06439068
580,0.18333551
580,0.01345856
580,-0.13116384
581,-0.00354613
581,-0.28483606
581,-0.00355145
581,0.71341037
581,-0.24274952
582,-0.0292045
582,-0.37123851
582,0.05636637
582,0.15930656
582,0.07359401
583,0.02217102
583,0.24540444
583,-0.41584495
583,-0.14111633
583,0.11681464
584,-0.01219021
584,0.09112649
584,0.22902345
584,0.14290468
584,-0.24503104
585,0.01366177
585,0.40235691
585,0.03098287
585,-0.04682551
585,0.21273269
585,-0.09012674
586,0.17815759
586,-0.27230126
586,0.45612099
586,0.10926784
586,-0.03835113
587,0.23971502
587,-0.10791356
587,-0.14282879
587,-0.25608953
587,-0.16910601
588,-0.1693478
588,0.07491258
588,0.28453575
588,-0.11724103
588,-0.07358428
589,-0.02993464
589,0.16282934
589,0.01388441
589,0.18938677
589,0.16319177
590,-0.16192116
590,-0.28512025
590,-0.03890653
590,0.24310814
590,0.12865415
590,0.34948995
591,0.26990633
591,-0.41892686
591,0.32343122
591,0.08475127
591,0.05829574
592,0.25299535
592,0.30648475
592,0.01402824
592,0.19142415
592,-0.1811662
593,0.12944466
593,-0.19919331
593,-0.27064444
593,0.24567475
593,0.41515534
594,-0.28914897
594,0.22858356
594,0.38961489
594,0.11265281
594,0.24703463
595,0.39956614
595,-0.05759654
595,-0.26426889
595,0.17595922
595,-0.06670993
595,-0.69694854
596,-0.21995738
596,0.06835131
596,-0.08491697
596,-0.13921748
596,0.58353876
597,-0.24798624
597,0.0776581
597,0.26800619
597,-0.51143057
597,0.13220873
598,0.35003247
598,0.14138758
598,0.06886704
598,-0.19464719
598,0.11433278
599,-0.11295004
599,0.29654874
599,0.05994803
599,-0.14040712
599,0.06003322
599,-0.19550752
600,0.25201909
600,0.27051586
600,0.15167233
600,0.21600666
600,0.31683259
601,-0.06796103
601,-0.11381712
601,0.49172663
601,0.15221063
601,0.0604339
602,0.2166293
602,-0.01302264
602,-0.27996183
602,-0.16050763
602,0.0698574
603,0.18993435
603,0.01462411
603,-0.00385388
603,0.25524574
603,0.24636103
603,0.49692219
604,-0.11529927
604,0.37707451
604,0.5818661
604,-0.18985912
604,-0.24599792
605,0.1731189
605,0.38765168
605,0.35061589
605,-0.53621101
605,0.22028569
606,0.04285673
606,0.14579921
606,0.07099288
606,0.15536502
606,-0.18208985
607,0.09929597
607,-0.5016043
607,0.23128962
607,0.27832505
607,-0.20163282
608,-0.14525662
608,0.29786279
608,0.05270311
608,0.39311437
608,0.27033644
608,-0.06074654
609,-0.18402246
609,-0.07981612
609,0.18570131
609,0.3949307
609,-0.28910302
610,0.07213605
610,-0.12774595
610,-0.45184743
610,0.51090748
610,0.68331427
611,-0.16648668
611,0.27338059
611,-0.29109778
611,0.30243015
611,0.3122635
611,0.26462683
612,-0.17674209
612,-0.15769576
612,-0.22512058
612,0.10181229
612,0.00561462
613,0.16947467
613,-0.39940719
613,-0.49646821
613,0.38274445
613,0.17985219
614,-0.0427675
614,0.09294628
614,-0.2662307
614,-0.53851158
614,0.03485617
615,0.06412567
615,0.40513939
615,-0.01382741
615,0.19125697
615,-0.5613963
615,-0.31736374
616,0.15279321
616,0.27081365
616,0.10393757
616,-0.26973148
616,-0.2897357
617,0.0254866
617,0.0452497
617,0.05517367
617,0.21356749
617,0.03546583
618,0.25330703
618,0.04538616
618,0.51087792
618,0.3128482
618,-0.15269752
619,0.19413307
619,-0.00412786
619,0.06525589
619,0.08505351
619,-0.11315859
619,-0.39088326
620,-0.09335437
620,0.29357754
620,-0.13315628
620,-0.33189732
620,0.30383833
621,-0.17294648
621,0.13489625
621,-0.08356332
621,-0.05376021
621,0.26377731
622,0.20425526
622,0.3728579
622,0.08512994
622,0.61056589
622,-0.40071104
623,-0.51911603
623,-0.26152847
623,0.29290039
623,-0.43973471
623,0.36221983
623,-0.25164245
624,0.23336352
624,0.33228132
624,0.08488393
624,0.31233914
624,0.29236939
625,0.10468291
625,0.39155549
625,-0.29087954
625,0.38131269
625,-0.20177821
626,0.65801988
626,0.59843198
626,-0.05353258
626,0.33159087
626,0.38105732
626,-0.55706495
627,-0.07316566
627,-0.02384527
627,-0.12253424
627,-0.33973948
627,0.57842313
628,0.2623445
628,-0.22144338
628,0.22301541
628,-0.32037507
628,0.05519756
629,0.37164762
629,0.41149003
629,0.17391383
629,0.26288466
629,-0.00412289
630,0.1344522
630,0.11464557
630,0.19385784
630,-0.13286548
630,-0.0338515
630,-0.75725242
631,-0.31142886
631,-0.17273108
631,0.22401144
631,-0.06373437
631,0.22428526
632,-0.05381402
632,-0.43173234
632,0.41347458
632,-0.0240396
632,0.16509249
633,-0.30290583
633,-0.07389916
633,-0.08388619
633,-0.06402621
633,0.5247061
633,0.19553683
634,0.25557876
634,0.1058632
634,-0.06424547
634,-0.37492381
634,0.00584953
635,-0.46568307
635,-0.22516113
635,-0.16512739
635,-0.19554652
635,0.36874712
636,0.41966752
636,0.1776822
636,-0.11546372
636,-0.1155874
636,0.22900855
636,0.25977739
637,0.42289215
637,0.20951587
637,-0.27952456
637,-0.26953377
637,-0.2903269
638,-0.55654557
638,-0.55715792
638,-0.00427145
638,0.24214538
638,-0.07619513
639,0.16028361
639,0.38713666
639,0.33600842
639,-0.22098548
639,-0.0353136
639,-0.22163868
640,-0.33608368
640,0.29671417
640,0.14119169
640,-0.07718603
640,0.40230117
641,0.4235898
641,-0.51614052
641,0.10027607
641,-0.07768089
641,0.81372457
642,0.09013628
642,-0.26715356
642,0.10085319
642,0.01668894
642,0.33343835
642,-0.20527317
643,0.01676115
643,-0.08931897
643,0.2292944
643,0.09130393
643,-0.01508883
644,-0.53787926
644,0.17715076
644,0.18812192
644,-0.01517525
644,0.02769288
645,0.68225185
645,-0.72449711
645,0.44757416
645,0.00628857
645,-0.22042993
645,-0.05855054
646,-0.0586255
646,0.36412
646,0.01719479
646,0.15863569
646,-0.03724641
647,-0.14652404
647,-0.02644135
647,0.14863474
647,-0.03744858
647,-0.03752686
648,0.18235334
648,-0.2028581
648,0.50278634
648,-0.41323257
648,0.27179594
648,-0.4916123
649,0.03970766
649,-0.07117203
649,0.36211951
649,-0.32730005
649,-0.03806105
650,-0.35064444
650,0.30809769
650,-0.27302841
650,0.45431221
650,-0.02708659
651,0.43282265
651,0.09641204
651,-0.26341034
651,-0.26387102
651,0.108129
651,-0.51317734
652,0.50418563
652,-0.0160475
652,0.23335821
652,-0.32260515
652,0.211208
653,0.04081445
653,-0.13022387
653,0.07514547
653,0.57816354
653,-0.03909461
654,-0.29119757
654,0.04110601
654,-0.45269986
654,0.72034175
654,-0.25828125
654,-0.42010571
655,0.19141266
655,-0.25910303
655,0.42367052
655,0.15739285
655,-0.06285181
656,-0.02807144
656,0.36756616
656,0.05337457
656,0.53144242
656,-0.67064377
657,-0.12188726
657,0.0771527
657,0.17116881
657,0.01860238
657,0.00686288
657,0.16011298
658,-0.42958914
658,0.03050368
658,-0.07591908
658,-0.47894987
658,-0.14730436
659,0.50577027
659,0.04260526
659,-0.12393304
659,0.55509551
659,0.98594789
659,0.03086348
660,0.36605206
660,0.18677258
660,-0.17303329
660,0.30722688
660,0.22332984
661,0.19957125
661,-0.0411775
661,0.11569119
661,-0.56084658
661,0.35780527
662,0.12822103
662,0.28599167
662,0.31060506
662,0.35955347
662,-0.07817813
662,-0.11486478
663,0.27580779
663,0.50846442
663,-0.78895637
663,-0.34869111
663,-0.43504379
664,-0.45996668
664,0.290385
664,0.6976018
664,-0.14095281
664,0.42719595
665,0.50238818
665,0.27977718
665,0.40440953
665,0.08174452
665,-0.24144672
665,0.3808846
666,-0.21726805
666,-0.50460753
666,-0.1802452
666,0.18271014
666,0.34588626
667,0.61012636
667,0.08279595
667,-0.03041805
667,-0.72395828
667,-0.06833565
667,0.13374251
668,0.4880208
668,-0.58830146
668,0.22311625
668,0.22332599
668,0.43991811
669,0.37668061
669,-0.54108322
669,-0.20968242
669,-0.4658289
669,-0.03096247
670,-0.08228812
670,-0.1081059
670,0.05895373
670,-0.32734823
670,0.22673011
670,-0.23785525
671,-0.19932772
671,0.38286663
671,-0.26461253
671,0.09843024
671,0.46278412
672,0.89281505
672,0.28159619
672,0.45154421
672,0.0860885
672,0.21713457
672,-0.12343612
673,-0.24178603
673,0.12598116
673,0.06034366
673,-0.63826758
673,-0.29566511
674,-0.53419998
674,-0.45548067
674,0.19328587
674,0.1671426
674,-0.27153775
675,0.11436775
675,0.68816809
675,-0.03230387
675,-0.48731924
675,0.08818308
675,-0.38133195
676,0.14225989
676,-0.16703532
676,-0.71945471
676,0.50692933
676,-0.15414467
677,-0.4112609
677,0.3059132
677,0.11644978
677,0.15738515
677,-0.22353936
677,-0.19659679
678,0.39026191
678,0.2130857
678,0.03539455
678,0.17255146
678,-0.77547394
679,0.51729203
679,0.09068785
679,0.15982259
679,0.25712148
679,-0.1581361
679,0.10519186
680,0.11922837
680,0.11946777
680,-0.41009243
680,0.67882414
680,-0.24365238
681,-0.58034579
681,-0.10426772
681,0.13492208
681,0.10686555
681,0.34715029
682,0.12137777
682,-0.64346953
682,-0.03428426
682,0.32090162
682,-0.3473102
682,0.76390297
683,-0.39156909
683,0.13705355
683,0.48090081
683,-0.45073376
683,0.02274775
684,-0.03480153
684,-0.49651956
684,0.77471668
684,-0.3101639
684,-0.41259802
684,0.08111361
685,-0.18075897
685,-0.35592206
685,-0.5465764
685,-0.16695763
685,0.22847426
686,0.00855945
686,-0.34405287
686,-0.4917235
686,0.08230285
686,-0.43410047
686,-0.56802197
687,-0.39147469
687,0.05320695
687,0.67812902
687,0.05343362
687,-0.57379384
688,-0.21578295
688,-0.08124193
688,-0.15653272
688,0.46049964
688,0.11438001
689,0.02393845
689,-0.14254694
689,-0.09728354
689,0.4340881
689,-0.23460921
689,-0.58533611
690,-0.00636154
690,0.26898704
690,0.16216919
690,0.22402655
690,-0.09877636
691,-0.20687238
691,0.0862686
691,-0.67176882
691,-0.40932617
691,-0.19272629
691,-0.44207223
692,0.46095791
692,0.72717111
692,0.02475941
692,0.25970006
692,0.38572367
693,0.08779851
693,-0.19558276
693,0.30920647
693,0.10417306
693,0.81727053
693,-0.3557611
694,0.48645879
694,-0.50082751
694,0.48856031
694,-0.63062665
694,-1.00046746
695,-0.3277559
695,1.00671357
695,-1.05451602
695,-0.08742334
695,0.05799066
695,-0.86578402
696,-0.6240171
696,-0.18570938
696,-0.39793845
696,0.56465751
696,-1.21759991
697,0.61629349
697,-0.31896999
697,0.17416138
697,-0.08937116
697,0.48891558
697,0.19185841
698,-0.00691104
698,-0.22298165
698,-0.42320846
698,-0.47417809
698,0.71170961
699,0.31121158
699,0.12725246
699,-0.52810057
699,0.58228116
699,-0.1251092
699,-0.48004273
700,0.34853429
700,-0.83804008
700,0.0438947
700,-0.6709376
700,0.04406906
701,0.47110685
701,0.60898757
701,-0.05860469
701,0.01002797
701,-0.29998221
701,-0.12806304
702,-0.92401007
702,-0.33655057
702,0.21848647
702,-0.0420478
702,-0.56522269
703,0.20241763
703,-1.16252619
703,0.3782905
703,0.7653052
703,0.04544826
703,0.15126753
704,0.13389153
704,0.20500568
704,-0.59274965
704,-0.78918512
704,0.27737678
705,-0.27494922
705,-0.16831
705,0.10002255
705,0.04637718
705,-0.42118995
705,-0.65637876
706,0.78716163
706,-0.47798176
706,0.02871275
706,0.51950745
706,0.5934082
707,0.44872888
707,0.97964168
707,0.65182614
707,0.6164046
707,-0.3204387
707,-0.46855732
708,0.39887433
708,0.52916097
708,0.02935421
708,-0.11926708
708,0.47642495
709,0.25351231
709,-0.02649747
709,-0.38257015
709,-1.09720782
709,-0.6099544
709,0.14302161
710,1.29564011
710,0.50349135
710,-0.84332796
710,-1.32029998
710,-0.5606005
711,1.08070971
711,-0.71645395
711,-0.10400944
711,-0.21974408
711,-0.37452807
711,0.47507954
712,-0.51149219
712,-0.55155003
712,0.40031962
712,0.49871357
712,-0.88737338
713,0.26596683
713,0.24682005
713,0.0704505
713,0.03118767
713,-0.22535891
713,-0.60185493
714,0.52746894
714,0.01159611
714,-0.76530497
714,0.51070029
714,-0.36833431
715,0.25218711
715,0.39348673
715,0.23305723
715,0.6773626
715,-0.29147589
715,0.4777962
716,-0.27232972
716,0.94751305
716,-0.41653175
716,-0.13124649
716,-0.80840037
717,0.01198922
717,0.67110764
717,0.38392757
717,-1.62348923
717,0.4898514
717,0.57448167
718,0.72211652
718,0.36820081
718,-0.21868433
718,1.10666988
718,0.60337705
719,-0.11473934
719,0.24599594
719,0.41716233
719,0.01245837
719,0.24791618
719,0.29148671
720,-0.46130039
720,0.01260166
720,-0.48564531
720,-0.85648215
720,1.123232
721,-0.33646606
721,-0.03100941
721,-0.93060604
721,0.36483185
721,-0.51637174
721,0.41094105
722,-0.56326219
722,-0.0092513
722,-0.09825754
722,0.12454838
722,-1.06082141
723,-0.70468591
723,0.59758111
723,-1.1585979
723,0.57798038
723,-0.77949448
723,0.26295034
724,1.26458083
724,-0.12357163
724,0.2192478
724,0.49453378
724,-0.85934176
724,0.70360136
725,0.31337975
725,0.4529654
725,0.7317408
725,0.17608673
725,0.19973887
726,0.82985735
726,0.10708743
726,0.10724904
726,0.10749191
726,0.38970337
726,0.15507071
727,-0.55263147
727,0.65237546
727,0.15606498
727,-0.31887129
727,1.10955436
728,-0.1054195
728,0.54029168
728,0.37410036
728,1.52970963
728,-0.54032768
728,-0.61421252
729,-0.25231707
729,-0.32571626
729,0.64678543
729,-0.9852897
729,0.50310316
730,-0.05917142
730,1.14336546
730,-0.6005319
730,-0.03490128
730,0.43427057
730,0.18761677
731,-0.2085571
731,-0.28353874
731,-0.60732292
731,0.93748898
731,0.06455062
732,1.568377
732,0.64274819
732,1.22156055
732,0.74598837
732,0.77273689
732,1.63625906
733,-1.12927456
733,0.88133931
733,-0.52209071
733,0.1942426
733,0.29753385
733,-0.39692931
734,0.16994591
734,0.11869592
734,-0.19254783
734,-0.87020178
734,-0.48083973
735,0.48642263
735,0.64461372
735,-1.43127444
735,0.83253966
735,-0.22240964
735,-1.62730115
736,0.46701265
736,0.14862925
736,-0.78503772
736,0.60428843
736,-0.22565263
737,-0.01119699
737,-0.01123077
737,0.55596594
737,0.47654398
737,1.21100198
737,1.43171676
738,1.92583873
738,2.26009604
738,-0.06627545
738,1.52740605
738,-0.48019313
738,0.8721758
739,1.04053337
739,-0.51044771
739,0.3492389
739,1.74025643
739,0.35044863
740,-0.23449051
740,-1.90855217
740,-0.12341975
740,-0.31925232
740,0.43625116
740,-0.15188619
741,0.40889506
741,0.91524903
741,0.88787455
741,-0.09609119
741,0.94437221
742,-0.15252789
742,0.26989562
742,1.25594625
742,-0.71653382
742,-0.68801265
742,1.00229611
743,-0.68834627
743,-1.05448568
743,0.29833176
743,-1.22419105
743,-0.54755417
743,-1.90168114
744,1.08811305
744,0.2421532
744,-0.09635095
744,0.38292609
744,-0.49097687
745,0.32638352
745,-1.0547244
745,1.42577982
745,0.38311299
745,-0.8878208
745,0.63922669
746,-0.94707111
746,1.26605013
746,0.55692029
746,-0.01187279
746,0.87272815
747,-0.32626738
747,-0.26947763
747,-1.7024749
747,-0.72867222
747,-0.58544106
747,0.50403912
748,-0.81476808
748,0.44644627
748,-0.64248469
748,-0.21250276
748,-0.87113903
748,-0.15509082
749,1.73313234
749,0.50251618
749,0.67394589
749,1.58727018
749,1.87153199
750,0.24491592
750,0.67238408
750,1.32740629
750,1.95418647
750,2.03944884
750,1.04276265
751,0.92942168
751,1.07322628
751,2.10170955
751,0.24536538
751,-0.26943308
751,1.16225612
752,0.16007659
752,-0.64316513
752,-0.27035039
752,0.21816306
752,2.03220984
753,-0.58863854
753,0.39209659
753,0.53734724
753,-0.15673517
753,0.39377071
753,0.48144254
754,-0.53552056
754,-1.08951436
754,1.62158081
754,-0.18732974
754,0.22177845
754,0.69080214
755,-0.5991641
755,-0.04163639
755,0.63590583
755,0.13529277
755,-0.86994867
756,-0.51614227
756,-0.8141963
756,-0.54812942
756,-0.84798099
756,-1.77579796
756,-1.71970652
757,0.10752516
757,-0.37343972
757,-0.04272515
757,0.89460585
757,0.71454849
758,-0.46848388
758,-0.04316219
758,-0.71510322
758,-0.07402274
758,-0.10501278
758,0.54201774
759,0.48181395
759,-1.47136475
759,-2.25171733
759,-0.10653069
759,0.80014513
759,-0.29550751
760,-0.32824909
760,1.28275619
760,-0.93251192
760,-0.71291765
760,0.01860096
761,0.6900819
761,1.30071829
761,-0.27070433
761,-0.01344099
761,-1.50264822
761,-0.0135328
762,-1.02309847
762,1.9138341
762,1.85413626
762,3.27359129
762,5.16605768
762,3.95882941
763,3.70486814
763,2.65303604
763,2.62882562
763,1.89911436
763,2.10736124
764,2.31761561
764,1.91870042
764,0.53031356
764,0.19068136
764,-0.01428325
764,2.01568429
765,-0.94749097
765,0.71351706
765,1.37652711
765,-1.16669413
765,-1.48648805
765,-0.33127118
766,-0.54453964
766,1.08451684
766,-0.90458888
766,-1.87290636
766,0.37983574
766,-0.66317633
767,-0.41287862
767,-1.72160851
767,-0.70780029
767,-1.07560479
767,0.2782572
768,0.13204197
768,0.53952387
768,1.8042694
768,0.46908316
768,2.19156663
768,0.32251697
769,0.0219961
769,-0.58361737
769,-1.30730436
769,-0.66470748
769,-0.43732401
769,-1.24617853
770,-1.05741692
770,0.37120835
770,0.25602871
770,-2.12403032
770,-1.8577385
771,0.10159516
771,-0.41105573
771,1.21150176
771,0.61933964
771,1.22054232
771,0.66448065
772,2.47792059
772,1.55782388
772,2.29349137
772,-0.09833182
772,-3.03850057
772,1.04896591
773,0.72437763
773,1.26473441
773,0.97904215
773,1.14988635
773,-2.86319646
774,0.90609928
774,-0.64991412
774,0.02467904
774,-1.33424873
774,0.36597981
774,-1.98652955
775,0.58312348
775,2.30869378
775,-0.8398653
775,0.89275796
775,1.02688568
775,2.95679886
776,0.9474832
776,-0.1947536
776,-0.10699032
776,-1.12957721
776,-1.04475084
776,0.4292709
777,0.65595409
777,-2.00558009
777,-1.83264915
777,1.20980055
777,1.25919327
778,-0.34012391
778,0.02683187
778,-0.61939723
778,-0.39017463
778,-0.53134034
778,-0.06616973
779,0.68410439
779,-0.34931183
779,3.71559245
779,-0.58942042
779,-1.97397695
779,-0.92863718
780,0.65200519
780,0.94390741
780,0.12495308
780,-3.66242545
780,0.85743349
781,1.15444671
781,1.69936344
781,2.34724231
781,-0.21873516
781,-0.91519052
781,-1.66654532
782,1.78233121
782,-0.67449219
782,2.65253362
782,0.9906955
782,0.08040831
782,0.74268827
783,1.30784552
783,-1.45847109
783,-1.30893728
783,-0.84923417
783,-2.20223081
783,-0.64703891
784,-0.17878193
784,-2.01826823
784,0.76944267
784,-0.8692625
784,-0.28817263
785,-0.34285708
785,3.41010913
785,-0.77622815
785,1.76197898
785,0.1402805
785,0.74004349
786,1.56329526
786,-0.79132515
786,3.17486008
786,-2.95511373
786,-1.02214301
786,-1.13642377
787,-0.69377326
787,0.31319559
787,0.42660371
787,0.65397937
787,-0.87385855
787,-0.30802117
788,0.31886839
788,-1.11293193
788,-0.65712084
788,1.65210754
788,1.42613097
789,-2.70275152
789,1.08646413
789,-0.31780043
789,-1.85034426
789,-2.74352803
789,2.94294476
790,-0.44167614
790,-0.38310319
790,1.53358841
790,3.94523347
790,-1.47507679
790,-0.32830885
791,-0.39018653
791,2.2940839
791,-3.58121356
791,3.23744905
791,-1.44712753
791,2.95270646
792,0.34797743
792,-3.65285406
792,1.04122025
792,3.5012284
792,1.68095248
792,1.3702057
793,0.35583108
793,4.76843656
793,-0.47586838
793,3.0010492
793,-1.06132217
794,-0.15687235
794,1.92787349
794,-0.74642449
794,2.0711844
794,1.35575352
794,-0.95305917
795,-0.02766725
795,-0.22773002
795,0.70834766
795,1.51698494
795,-0.29791417
795,-0.7727335
796,0.44737382
796,-0.64270694
796,-0.8513125
796,3.8953846
796,1.28447551
796,0.52621489
797,2.48029638
797,1.30020788
797,0.60279272
797,-0.09982586
797,-1.79871433
798,-3.08402569
798,2.03625181
798,2.54527739
798,2.76953459
798,1.33927071
798,-1.33128114
799,-2.49573419
799,-2.57717571
799,-0.10349017
799,-0.83747638
799,1.88363766
799,1.89096697
800,0.48884123
800,2.72838141
800,2.9631134
800,-0.33197751
800,2.53558375
800,5.19936796
801,2.86148637
801,-0.10830023
801,-2.56611563
801,-0.80280676
801,1.05183293
801,1.2113575
802,-1.35834368
802,2.47460236
802,2.48167685
802,1.8596568
802,0.83796589
803,-0.19221454
803,-0.91192598
803,0.68824913
803,-2.36863826
803,1.50118725
803,0.29068635
804,-1.74557768
804,1.27435753
804,-2.7450943
804,0.87307637
804,-2.43709
804,-4.02623073
805,-2.28722447
805,-0.20233733
805,-1.54799131
805,-2.14748475
805,-1.64745209
805,-1.48255384
806,1.33154599
806,-2.60704346
806,-0.63861279
806,2.47137422
806,1.00557514
806,-0.12357205
807,-2.48744239
807,0.40271826
807,-1.27028365
807,-2.24746115
807,0.31829
807,-1.73099268
808,-1.02285872
808,-0.57667949
808,-2.47264248
808,2.04422209
808,0.68905691
809,-3.96357303
809,1.06240778
809,1.25061025
809,4.67573624
809,0.23957621
809,-0.69156899
810,3.05159941
810,4.10247029
810,4.78133784
810,6.79226049
810,4.14923881
810,1.7764132
811,6.96540556
811,0.44203132
811,1.22002017
811,4.7335738
811,6.12631938
811,0.15562817
812,3.1159393
812,-0.23951842
812,-4.62366477
812,1.95969927
812,1.56591791
812,1.06797438
813,5.23031334
813,0.97473776
813,5.16154762
813,-1.78263422
813,1.39712617
813,-0.76577228
814,-0.87200042
814,2.55757724
814,-3.59468159
814,-4.44901578
814,-1.62351676
814,-2.26564155
815,4.20342663
815,8.71024008
815,1.88495532
815,-3.59622552
815,4.82137892
816,-5.37111975
816,6.28008335
816,-2.01816217
816,0.83530229
816,1.39183585
816,-1.60012002
817,-1.83125182
817,0.40116225
817,-2.86174709
817,0.63125613
817,-0.27472133
817,-3.1281997
818,6.25829871
818,-3.61787277
818,0.87646691
818,1.80989664
818,2.63579191
818,10.25512468
819,5.24559994
819,0.06882618
819,3.38606584
819,-1.83154856
819,1.50166278
819,2.70802275
820,7.05342926
820,0.31258855
820,1.52835505
820,-0.29487598
820,4.11764197
820,3.02738342
821,-3.88836945
821,7.41252827
821,0.44797049
821,1.20401032
821,-3.7122598
821,-0.68734447
822,-2.22010619
822,0.84327894
822,4.31971367
822,0.72202248
822,7.3529495
822,5.9509752
823,-0.70980248
823,1.26204795
823,1.531271
823,1.53840987
823,-2.45450904
824,2.08657176
824,3.97881763
824,7.36617396
824,-2.63476827
824,-1.69212445
824,1.72170435
825,-0.60735798
825,2.56734333
825,-3.53037773
825,1.75459169
825,-6.08528444
825,0.64476415
826,6.72464106
826,0.65135598
826,-3.6240582
826,-4.64483105
826,3.68178448
826,-0.78312003
827,2.98690826
827,4.6017319
827,1.25875235
827,0.2333272
827,4.9737308
827,-4.82388546
828,3.07728307
828,-1.41533808
828,-4.28708274
828,5.70192836
828,-1.13083212
828,-7.57560591
829,8.86705862
829,0.09017213
829,-4.10465753
829,2.43165438
829,3.85451166
829,0.56439811
830,2.78164052
830,2.16040728
830,9.04397979
830,7.96700913
830,3.00304471
830,3.18119886
831,-2.02503259
831,8.27556447
831,-1.38418273
831,2.07915857
831,8.40344803
831,-3.90870602
832,3.62092148
832,-2.26005729
832,5.68503304
832,2.13661798
832,-4.51079334
832,-1.10145081
833,-4.04105621
833,7.55804851
833,-3.91140918
833,4.84060751
833,-3.59761643
833,3.29221957
834,2.24123585
834,0.99908582
834,-0.61418318
834,0.46693544
834,2.82914633
834,3.57535987
835,-1.91248988
835,0.47623993
835,-3.77960459
835,-2.12816738
835,0.48336645
836,-7.23098797
836,3.51597354
836,-5.60312548
836,-1.03473639
836,1.84122388
836,-10.13467752
837,5.35303794
837,3.4300248
837,8.35062229
837,4.2477011
837,1.30367978
837,-9.02569757
838,1.51383954
838,10.3533175
838,10.01798981
838,-14.69535155
838,5.01098421
838,0.9398937
839,3.41809439
839,9.43534739
839,-6.95682797
839,-2.59834148
839,-10.19095679
839,10.91683532
840,-3.91430614
840,-4.57458561
840,3.56204921
840,3.14961089
840,7.51760913
840,18.71417792
841,-2.07233736
841,-2.74765556
841,7.69575629
841,-2.77610461
841,-11.78253469
841,6.46404587
842,13.76685492
842,1.2759583
842,1.51146125
842,-4.01635219
842,-6.35989437
842,3.8661376
843,11.16271686
843,1.07990267
843,-6.73651192
843,1.09346228
843,-5.8587725
843,7.39209907
844,4.51899262
844,2.58864701
844,-0.10262776
844,4.59774876
844,-1.59624309
844,-11.36176245
