RB,,lig,,jug,,PN,,blank,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
217,0.6694414616,217,0.8694400191,217,0.4473280907,217,0.4708371758,217,0.1736481786,
216,0.6747937799,216,0.8988645077,216,0.458848089,216,0.4806868732,216,0.1744835675,
215,0.6809620261,215,0.9317156076,215,0.4761431515,215,0.492933929,215,0.1751199365,
214,0.6853855252,214,0.9669006467,214,0.4970336854,214,0.5078735352,214,0.1746411622,
213,0.6898459196,213,1.004927754,213,0.5198460817,213,0.5293656588,213,0.1742972583,
212,0.6912070513,212,1.044843197,212,0.5394849777,212,0.5565169454,212,0.1729129106,
211,0.6903831363,211,1.086332321,211,0.5541045666,211,0.5930932164,211,0.171857655,
210,0.6853936911,210,1.127138138,210,0.5616360903,210,0.6379436851,210,0.1699194461,
209,0.6777313948,209,1.167165875,209,0.563970983,209,0.6925678849,209,0.168265,
208,0.6669619083,208,1.20418179,208,0.5619974732,208,0.7552673221,208,0.1659589857,
207,0.6544613242,207,1.237418294,207,0.5583694577,207,0.8258641362,207,0.1642132998,
206,0.6399815679,206,1.265505195,206,0.5533704162,206,0.900062263,206,0.1615934074,
205,0.6247176528,205,1.28864181,205,0.5487880707,205,0.972784698,205,0.1597341895,
204,0.609151423,204,1.30322957,204,0.5493341684,204,1.033819318,204,0.158554554,
203,0.5944561958,203,1.313165426,203,0.5607486367,203,1.080869555,203,0.1576809734,
202,0.5809857249,202,1.313045502,202,0.5907369852,202,1.11244154,202,0.1579561383,
201,0.5701743364,201,1.308543324,201,0.6463092566,201,1.135484338,201,0.1596196294,
200,0.5623772144,200,1.295250058,200,0.7280502915,200,1.157235146,200,0.1627337039,

